eval,time_s,cur,best,M1,M2,M3
30790,26.262269258499146,0.0,2.82,0.0,0.0,0.0
30795,26.262271642684937,0.0,2.82,0.0,0.0,0.0
30800,26.26227355003357,0.0,2.82,0.0,0.0,0.0
30805,26.27446722984314,0.0,2.82,0.0,0.0,0.0
30810,26.27446961402893,0.0,2.82,0.0,0.0,0.0
30815,26.274471282958984,0.0,2.82,0.0,0.0,0.0
30820,26.286163568496704,0.0,2.82,0.0,0.0,0.0
30825,26.286165952682495,0.0,2.82,0.0,0.0,0.0
30830,26.286168098449707,0.0,2.82,0.0,0.0,0.0
30835,26.297459840774536,0.0,2.82,0.0,0.0,0.0
30840,26.297462701797485,0.0,2.82,0.0,0.0,0.0
30845,26.297464609146118,0.0,2.82,0.0,0.0,0.0
30850,26.297466278076172,0.0,2.82,0.0,0.0,0.0
30855,26.30837655067444,0.0,2.82,0.0,0.0,0.0
30860,26.30837869644165,0.0,2.82,0.0,0.0,0.0
30865,26.308380603790283,0.0,2.82,0.0,0.0,0.0
30870,26.322134971618652,0.0,2.82,0.0,0.0,0.0
30875,26.322137355804443,0.0,2.82,0.0,0.0,0.0
30880,26.322139024734497,0.0,2.82,0.0,0.0,0.0
30885,26.33287811279297,0.0,2.82,0.0,0.0,0.0
30890,26.33288025856018,0.0,2.82,0.0,0.0,0.0
30895,26.332882165908813,0.0,2.82,0.0,0.0,0.0
30900,26.344635248184204,0.0,2.82,0.0,0.0,0.0
30905,26.344637870788574,0.0,2.82,0.0,0.0,0.0
30910,26.344639778137207,0.0,2.82,0.0,0.0,0.0
30915,26.355714797973633,0.0,2.82,0.0,0.0,0.0
30920,26.355717658996582,0.0,2.82,0.0,0.0,0.0
30925,26.355719327926636,0.0,2.82,0.0,0.0,0.0
30930,26.35572123527527,0.0,2.82,0.0,0.0,0.0
30935,26.366931676864624,0.0,2.82,0.0,0.0,0.0
30940,26.366934061050415,0.0,2.82,0.0,0.0,0.0
30945,26.36693572998047,0.0,2.82,0.0,0.0,0.0
30950,26.377721071243286,0.0,2.82,0.0,0.0,0.0
30955,26.377723217010498,0.0,2.82,0.0,0.0,0.0
30960,26.37772536277771,0.0,2.82,0.0,0.0,0.0
30965,26.389591693878174,0.0,2.82,0.0,0.0,0.0
30970,26.389593839645386,0.0,2.82,0.0,0.0,0.0
30975,26.38959550857544,0.0,2.82,0.0,0.0,0.0
30980,26.400912284851074,0.0,2.82,0.0,0.0,0.0
30985,26.400914669036865,0.0,2.82,0.0,0.0,0.0
30990,26.400916576385498,0.0,2.82,0.0,0.0,0.0
30995,26.411192417144775,0.0,2.82,0.0,0.0,0.0
31000,26.411195278167725,0.0,2.82,0.0,0.0,0.0
31005,26.411197185516357,0.0,2.82,0.0,0.0,0.0
31010,26.41119885444641,0.0,2.82,0.0,0.0,0.0
31015,26.423333883285522,0.0,2.82,0.0,0.0,0.0
31020,26.42333674430847,0.0,2.82,0.0,0.0,0.0
31025,26.423338890075684,0.0,2.82,0.0,0.0,0.0
31030,26.43427586555481,0.0,2.82,0.0,0.0,0.0
31035,26.43427801132202,0.0,2.82,0.0,0.0,0.0
31040,26.434279918670654,0.0,2.82,0.0,0.0,0.0
31045,26.44698715209961,0.0,2.82,0.0,0.0,0.0
31050,26.4469895362854,0.0,2.82,0.0,0.0,0.0
31055,26.446991205215454,0.0,2.82,0.0,0.0,0.0
31060,26.459572315216064,0.0,2.82,0.0,0.0,0.0
31065,26.459574699401855,0.0,2.82,0.0,0.0,0.0
31070,26.45957660675049,0.0,2.82,0.0,0.0,0.0
31075,26.472679615020752,0.0,2.82,0.0,0.0,0.0
31080,26.4726824760437,0.0,2.82,0.0,0.0,0.0
31085,26.472684144973755,0.0,2.82,0.0,0.0,0.0
31090,26.472686052322388,0.0,2.82,0.0,0.0,0.0
31095,26.48436999320984,0.0,2.82,0.0,0.0,0.0
31100,26.48437237739563,0.0,2.82,0.0,0.0,0.0
31105,26.484374284744263,0.0,2.82,0.0,0.0,0.0
31110,26.496375799179077,0.0,2.82,0.0,0.0,0.0
31115,26.49637770652771,0.0,2.82,0.0,0.0,0.0
31120,26.496379852294922,0.0,2.82,0.0,0.0,0.0
31125,26.508447885513306,0.0,2.82,0.0,0.0,0.0
31130,26.508450269699097,0.0,2.82,0.0,0.0,0.0
31135,26.50845193862915,0.0,2.82,0.0,0.0,0.0
31140,26.521083116531372,0.0,2.82,0.0,0.0,0.0
31145,26.521085262298584,0.0,2.82,0.0,0.0,0.0
31150,26.521087169647217,0.0,2.82,0.0,0.0,0.0
31155,26.532097816467285,0.0,2.82,0.0,0.0,0.0
31160,26.532100439071655,0.0,2.82,0.0,0.0,0.0
31165,26.532102584838867,0.0,2.82,0.0,0.0,0.0
31170,26.532104015350342,0.0,2.82,0.0,0.0,0.0
31175,26.54264235496521,0.0,2.82,0.0,0.0,0.0
31180,26.542644739151,0.0,2.82,0.0,0.0,0.0
31185,26.542646408081055,0.0,2.82,0.0,0.0,0.0
31190,26.553903102874756,0.0,2.82,0.0,0.0,0.0
31195,26.553905963897705,0.0,2.82,0.0,0.0,0.0
31200,26.55390763282776,0.0,2.82,0.0,0.0,0.0
31205,26.564988136291504,0.0,2.82,0.0,0.0,0.0
31210,26.564990758895874,0.0,2.82,0.0,0.0,0.0
31215,26.564992427825928,0.0,2.82,0.0,0.0,0.0
31220,26.57614541053772,0.0,2.82,0.0,0.0,0.0
31225,26.57614779472351,0.0,2.82,0.0,0.0,0.0
31230,26.576149940490723,0.0,2.82,0.0,0.0,0.0
31235,26.587095260620117,0.0,2.82,0.0,0.0,0.0
31240,26.587097883224487,0.0,2.82,0.0,0.0,0.0
31245,26.58709955215454,0.0,2.82,0.0,0.0,0.0
31250,26.587101459503174,0.0,2.82,0.0,0.0,0.0
31255,26.598360061645508,0.0,2.82,0.0,0.0,0.0
31260,26.59836220741272,0.0,2.82,0.0,0.0,0.0
31265,26.598364114761353,0.0,2.82,0.0,0.0,0.0
31270,26.611682653427124,0.0,2.82,0.0,0.0,0.0
31275,26.611685037612915,0.0,2.82,0.0,0.0,0.0
31280,26.611686944961548,0.0,2.82,0.0,0.0,0.0
31285,26.622782945632935,0.0,2.82,0.0,0.0,0.0
31290,26.622785091400146,0.0,2.82,0.0,0.0,0.0
31295,26.62278699874878,0.0,2.82,0.0,0.0,0.0
31300,26.63397479057312,0.0,2.82,0.0,0.0,0.0
31305,26.633976936340332,0.0,2.82,0.0,0.0,0.0
31310,26.633979082107544,0.0,2.82,0.0,0.0,0.0
31315,26.64666986465454,0.0,2.82,0.0,0.0,0.0
31320,26.646672248840332,0.0,2.82,0.0,0.0,0.0
31325,26.646674156188965,0.0,2.82,0.0,0.0,0.0
31330,26.64667582511902,0.0,2.82,0.0,0.0,0.0
31335,26.657724380493164,0.0,2.82,0.0,0.0,0.0
31340,26.657726764678955,0.0,2.82,0.0,0.0,0.0
31345,26.65772843360901,0.0,2.82,0.0,0.0,0.0
31350,26.668606758117676,0.0,2.82,0.0,0.0,0.0
31355,26.668608903884888,0.0,2.82,0.0,0.0,0.0
31360,26.6686110496521,0.0,2.82,0.0,0.0,0.0
31365,26.680743932724,0.0,2.82,0.0,0.0,0.0
31370,26.68074607849121,0.0,2.82,0.0,0.0,0.0
31375,26.680747985839844,0.0,2.82,0.0,0.0,0.0
31380,26.691906213760376,0.0,2.82,0.0,0.0,0.0
31385,26.691908597946167,0.0,2.82,0.0,0.0,0.0
31390,26.6919105052948,0.0,2.82,0.0,0.0,0.0
31395,26.702279567718506,0.0,2.82,0.0,0.0,0.0
31400,26.702282190322876,0.0,2.82,0.0,0.0,0.0
31405,26.70228409767151,0.0,2.82,0.0,0.0,0.0
31410,26.70228600502014,0.0,2.82,0.0,0.0,0.0
31415,26.713175773620605,0.0,2.82,0.0,0.0,0.0
31420,26.713178157806396,0.0,2.82,0.0,0.0,0.0
31425,26.71317982673645,0.0,2.82,0.0,0.0,0.0
31430,26.72410225868225,0.0,2.82,0.0,0.0,0.0
31435,26.724104642868042,0.0,2.82,0.0,0.0,0.0
31440,26.724106311798096,0.0,2.82,0.0,0.0,0.0
31445,26.73439073562622,0.0,2.82,0.0,0.0,0.0
31450,26.73439311981201,0.0,2.82,0.0,0.0,0.0
31455,26.734394788742065,0.0,2.82,0.0,0.0,0.0
31460,26.74530816078186,0.0,2.82,0.0,0.0,0.0
31465,26.745310068130493,0.0,2.82,0.0,0.0,0.0
31470,26.745312213897705,0.0,2.82,0.0,0.0,0.0
31475,26.757147789001465,0.0,2.82,0.0,0.0,0.0
31480,26.757150650024414,0.0,2.82,0.0,0.0,0.0
31485,26.757152557373047,0.0,2.82,0.0,0.0,0.0
31490,26.7571542263031,0.0,2.82,0.0,0.0,0.0
31495,26.768210649490356,0.0,2.82,0.0,0.0,0.0
31500,26.768213033676147,0.0,2.82,0.0,0.0,0.0
31505,26.7682147026062,0.0,2.82,0.0,0.0,0.0
31510,26.778648614883423,0.0,2.82,0.0,0.0,0.0
31515,26.778650999069214,0.0,2.82,0.0,0.0,0.0
31520,26.778652906417847,0.0,2.82,0.0,0.0,0.0
31525,26.79095482826233,0.0,2.82,0.0,0.0,0.0
31530,26.79095721244812,0.0,2.82,0.0,0.0,0.0
31535,26.790959119796753,0.0,2.82,0.0,0.0,0.0
31540,26.801382064819336,0.0,2.82,0.0,0.0,0.0
31545,26.801384449005127,0.0,2.82,0.0,0.0,0.0
31550,26.80138611793518,0.0,2.82,0.0,0.0,0.0
31555,26.811660289764404,0.0,2.82,0.0,0.0,0.0
31560,26.811662912368774,0.0,2.82,0.0,0.0,0.0
31565,26.811664819717407,0.0,2.82,0.0,0.0,0.0
31570,26.81166672706604,0.0,2.82,0.0,0.0,0.0
31575,26.82242226600647,0.0,2.82,0.0,0.0,0.0
31580,26.82242441177368,0.0,2.82,0.0,0.0,0.0
31585,26.822426319122314,0.0,2.82,0.0,0.0,0.0
31590,26.83259606361389,0.0,2.82,0.0,0.0,0.0
31595,26.832598447799683,0.0,2.82,0.0,0.0,0.0
31600,26.832600355148315,0.0,2.82,0.0,0.0,0.0
31605,26.843032836914062,0.0,2.82,0.0,0.0,0.0
31610,26.843034982681274,0.0,2.82,0.0,0.0,0.0
31615,26.843037128448486,0.0,2.82,0.0,0.0,0.0
31620,26.853358268737793,0.0,2.82,0.0,0.0,0.0
31625,26.853360652923584,0.0,2.82,0.0,0.0,0.0
31630,26.853362560272217,0.0,2.82,0.0,0.0,0.0
31635,26.869429349899292,0.0,2.82,0.0,0.0,0.0
31640,26.869431972503662,0.0,2.82,0.0,0.0,0.0
31645,26.869433879852295,0.0,2.82,0.0,0.0,0.0
31650,26.86943554878235,0.0,2.82,0.0,0.0,0.0
31655,26.87960958480835,0.0,2.82,0.0,0.0,0.0
31660,26.87961173057556,0.0,2.82,0.0,0.0,0.0
31665,26.879613637924194,0.0,2.82,0.0,0.0,0.0
31670,26.889997959136963,0.0,2.82,0.0,0.0,0.0
31675,26.890000343322754,0.0,2.82,0.0,0.0,0.0
31680,26.890002012252808,0.0,2.82,0.0,0.0,0.0
31685,26.90022873878479,0.0,2.82,0.0,0.0,0.0
31690,26.90023112297058,0.0,2.82,0.0,0.0,0.0
31695,26.900233030319214,0.0,2.82,0.0,0.0,0.0
31700,26.910500049591064,0.0,2.82,0.0,0.0,0.0
31705,26.910502672195435,0.0,2.82,0.0,0.0,0.0
31710,26.91050434112549,0.0,2.82,0.0,0.0,0.0
31715,26.920942306518555,0.0,2.82,0.0,0.0,0.0
31720,26.920944929122925,0.0,2.82,0.0,0.0,0.0
31725,26.92094659805298,0.0,2.82,0.0,0.0,0.0
31730,26.92094850540161,0.0,2.82,0.0,0.0,0.0
31735,26.93158793449402,0.0,2.82,0.0,0.0,0.0
31740,26.93159008026123,0.0,2.82,0.0,0.0,0.0
31745,26.931591749191284,0.0,2.82,0.0,0.0,0.0
31750,26.941945791244507,0.0,2.82,0.0,0.0,0.0
31755,26.941948175430298,0.0,2.82,0.0,0.0,0.0
31760,26.94194984436035,0.0,2.82,0.0,0.0,0.0
31765,26.952264070510864,0.0,2.82,0.0,0.0,0.0
31770,26.952266454696655,0.0,2.82,0.0,0.0,0.0
31775,26.95226812362671,0.0,2.82,0.0,0.0,0.0
31780,26.962555408477783,0.0,2.82,0.0,0.0,0.0
31785,26.962557554244995,0.0,2.82,0.0,0.0,0.0
31790,26.962559461593628,0.0,2.82,0.0,0.0,0.0
31795,26.97290277481079,0.0,2.82,0.0,0.0,0.0
31800,26.97290539741516,0.0,2.82,0.0,0.0,0.0
31805,26.972907543182373,0.0,2.82,0.0,0.0,0.0
31810,26.972908973693848,0.0,2.82,0.0,0.0,0.0
31815,26.98302721977234,0.0,2.82,0.0,0.0,0.0
31820,26.98302936553955,0.0,2.82,0.0,0.0,0.0
31825,26.983031272888184,0.0,2.82,0.0,0.0,0.0
31830,26.993325233459473,0.0,2.82,0.0,0.0,0.0
31835,26.993327856063843,0.0,2.82,0.0,0.0,0.0
31840,26.993329524993896,0.0,2.82,0.0,0.0,0.0
31845,27.00357961654663,0.0,2.82,0.0,0.0,0.0
31850,27.003581762313843,0.0,2.82,0.0,0.0,0.0
31855,27.003583669662476,0.0,2.82,0.0,0.0,0.0
31860,27.013779640197754,0.0,2.82,0.0,0.0,0.0
31865,27.013781785964966,0.0,2.82,0.0,0.0,0.0
31870,27.0137836933136,0.0,2.82,0.0,0.0,0.0
31875,27.02407479286194,0.0,2.82,0.0,0.0,0.0
31880,27.02407717704773,0.0,2.82,0.0,0.0,0.0
31885,27.02407932281494,0.0,2.82,0.0,0.0,0.0
31890,27.024080991744995,0.0,2.82,0.0,0.0,0.0
31895,27.034207105636597,0.0,2.82,0.0,0.0,0.0
31900,27.034209728240967,0.0,2.82,0.0,0.0,0.0
31905,27.03421139717102,0.0,2.82,0.0,0.0,0.0
31910,27.044420957565308,0.0,2.82,0.0,0.0,0.0
31915,27.0444233417511,0.0,2.82,0.0,0.0,0.0
31920,27.04442524909973,0.0,2.82,0.0,0.0,0.0
31925,27.05477547645569,0.0,2.82,0.0,0.0,0.0
31930,27.05477786064148,0.0,2.82,0.0,0.0,0.0
31935,27.054779529571533,0.0,2.82,0.0,0.0,0.0
31940,27.065189838409424,0.0,2.82,0.0,0.0,0.0
31945,27.065192222595215,0.0,2.82,0.0,0.0,0.0
31950,27.06519389152527,0.0,2.82,0.0,0.0,0.0
31955,27.075414419174194,0.0,2.82,0.0,0.0,0.0
31960,27.075417280197144,0.0,2.82,0.0,0.0,0.0
31965,27.075418949127197,0.0,2.82,0.0,0.0,0.0
31970,27.07542085647583,0.0,2.82,0.0,0.0,0.0
31975,27.085747718811035,0.0,2.82,0.0,0.0,0.0
31980,27.085749626159668,0.0,2.82,0.0,0.0,0.0
31985,27.0857515335083,0.0,2.82,0.0,0.0,0.0
31990,27.095947265625,0.0,2.82,0.0,0.0,0.0
31995,27.095949411392212,0.0,2.82,0.0,0.0,0.0
32000,27.095951318740845,0.0,2.82,0.0,0.0,0.0
32005,27.10647749900818,0.0,2.82,0.0,0.0,0.0
32010,27.10647988319397,0.0,2.82,0.0,0.0,0.0
32015,27.106481552124023,0.0,2.82,0.0,0.0,0.0
32020,27.11673879623413,0.0,2.82,0.0,0.0,0.0
32025,27.116740942001343,0.0,2.82,0.0,0.0,0.0
32030,27.116743087768555,0.0,2.82,0.0,0.0,0.0
32035,27.12712860107422,0.0,2.82,0.0,0.0,0.0
32040,27.12713098526001,0.0,2.82,0.0,0.0,0.0
32045,27.12713313102722,0.0,2.82,0.0,0.0,0.0
32050,27.127134561538696,0.0,2.82,0.0,0.0,0.0
32055,27.137327909469604,0.0,2.82,0.0,0.0,0.0
32060,27.137330055236816,0.0,2.82,0.0,0.0,0.0
32065,27.13733196258545,0.0,2.82,0.0,0.0,0.0
32070,27.147606134414673,0.0,2.82,0.0,0.0,0.0
32075,27.147608518600464,0.0,2.82,0.0,0.0,0.0
32080,27.147610187530518,0.0,2.82,0.0,0.0,0.0
32085,27.15799069404602,0.0,2.82,0.0,0.0,0.0
32090,27.15799307823181,0.0,2.82,0.0,0.0,0.0
32095,27.157994747161865,0.0,2.82,0.0,0.0,0.0
32100,27.168205499649048,0.0,2.82,0.0,0.0,0.0
32105,27.168208360671997,0.0,2.82,0.0,0.0,0.0
32110,27.16821002960205,0.0,2.82,0.0,0.0,0.0
32115,27.1785831451416,0.0,2.82,0.0,0.0,0.0
32120,27.17858600616455,0.0,2.82,0.0,0.0,0.0
32125,27.178587913513184,0.0,2.82,0.0,0.0,0.0
32130,27.178589582443237,0.0,2.82,0.0,0.0,0.0
32135,27.188944339752197,0.0,2.82,0.0,0.0,0.0
32140,27.18894624710083,0.0,2.82,0.0,0.0,0.0
32145,27.188948154449463,0.0,2.82,0.0,0.0,0.0
32150,27.199209928512573,0.0,2.82,0.0,0.0,0.0
32155,27.199212312698364,0.0,2.82,0.0,0.0,0.0
32160,27.199213981628418,0.0,2.82,0.0,0.0,0.0
32165,27.210126399993896,0.0,2.82,0.0,0.0,0.0
32170,27.21012854576111,0.0,2.82,0.0,0.0,0.0
32175,27.21013069152832,0.0,2.82,0.0,0.0,0.0
32180,27.220290660858154,0.0,2.82,0.0,0.0,0.0
32185,27.220292806625366,0.0,2.82,0.0,0.0,0.0
32190,27.220294952392578,0.0,2.82,0.0,0.0,0.0
32195,27.230414152145386,0.0,2.82,0.0,0.0,0.0
32200,27.230417013168335,0.0,2.82,0.0,0.0,0.0
32205,27.230419158935547,0.0,2.82,0.0,0.0,0.0
32210,27.23042058944702,0.0,2.82,0.0,0.0,0.0
32215,27.240725994110107,0.0,2.82,0.0,0.0,0.0
32220,27.24072813987732,0.0,2.82,0.0,0.0,0.0
32225,27.240730047225952,0.0,2.82,0.0,0.0,0.0
32230,27.251105785369873,0.0,2.82,0.0,0.0,0.0
32235,27.251108169555664,0.0,2.82,0.0,0.0,0.0
32240,27.251110076904297,0.0,2.82,0.0,0.0,0.0
32245,27.261204957962036,0.0,2.82,0.0,0.0,0.0
32250,27.261207342147827,0.0,2.82,0.0,0.0,0.0
32255,27.26120901107788,0.0,2.82,0.0,0.0,0.0
32260,27.271487951278687,0.0,2.82,0.0,0.0,0.0
32265,27.27148985862732,0.0,2.82,0.0,0.0,0.0
32270,27.27149200439453,0.0,2.82,0.0,0.0,0.0
32275,27.281742095947266,0.0,2.82,0.0,0.0,0.0
32280,27.281744480133057,0.0,2.82,0.0,0.0,0.0
32285,27.28174662590027,0.0,2.82,0.0,0.0,0.0
32290,27.281748056411743,0.0,2.82,0.0,0.0,0.0
32295,27.291990995407104,0.0,2.82,0.0,0.0,0.0
32300,27.291993379592896,0.0,2.82,0.0,0.0,0.0
32305,27.29199504852295,0.0,2.82,0.0,0.0,0.0
32310,27.30226182937622,0.0,2.82,0.0,0.0,0.0
32315,27.30226445198059,0.0,2.82,0.0,0.0,0.0
32320,27.302266359329224,0.0,2.82,0.0,0.0,0.0
32325,27.312573194503784,0.0,2.82,0.0,0.0,0.0
32330,27.312575340270996,0.0,2.82,0.0,0.0,0.0
32335,27.31257724761963,0.0,2.82,0.0,0.0,0.0
32340,27.3228542804718,0.0,2.82,0.0,0.0,0.0
32345,27.322856664657593,0.0,2.82,0.0,0.0,0.0
32350,27.322858572006226,0.0,2.82,0.0,0.0,0.0
32355,27.333181381225586,0.0,2.82,0.0,0.0,0.0
32360,27.333184242248535,0.0,2.82,0.0,0.0,0.0
32365,27.33318591117859,0.0,2.82,0.0,0.0,0.0
32370,27.33318781852722,0.0,2.82,0.0,0.0,0.0
32375,27.34335994720459,0.0,2.82,0.0,0.0,0.0
32380,27.3433620929718,0.0,2.82,0.0,0.0,0.0
32385,27.343363761901855,0.0,2.82,0.0,0.0,0.0
32390,27.353519916534424,0.0,2.82,0.0,0.0,0.0
32395,27.353522062301636,0.0,2.82,0.0,0.0,0.0
32400,27.35352396965027,0.0,2.82,0.0,0.0,0.0
32405,27.364075183868408,0.0,2.82,0.0,0.0,0.0
32410,27.3640775680542,0.0,2.82,0.0,0.0,0.0
32415,27.364079236984253,0.0,2.82,0.0,0.0,0.0
32420,27.383530855178833,0.0,2.82,0.0,0.0,0.0
32425,27.383533239364624,0.0,2.82,0.0,0.0,0.0
32430,27.383535146713257,0.0,2.82,0.0,0.0,0.0
32435,27.393956422805786,0.0,2.82,0.0,0.0,0.0
32440,27.393959283828735,0.0,2.82,0.0,0.0,0.0
32445,27.393961191177368,0.0,2.82,0.0,0.0,0.0
32450,27.393962860107422,0.0,2.82,0.0,0.0,0.0
32455,27.404176712036133,0.0,2.82,0.0,0.0,0.0
32460,27.404179334640503,0.0,2.82,0.0,0.0,0.0
32465,27.404181241989136,0.0,2.82,0.0,0.0,0.0
32470,27.41443705558777,0.0,2.82,0.0,0.0,0.0
32475,27.41443967819214,0.0,2.82,0.0,0.0,0.0
32480,27.414441347122192,0.0,2.82,0.0,0.0,0.0
32485,27.424723625183105,0.0,2.82,0.0,0.0,0.0
32490,27.424726009368896,0.0,2.82,0.0,0.0,0.0
32495,27.42472767829895,0.0,2.82,0.0,0.0,0.0
32500,27.435025930404663,0.0,2.82,0.0,0.0,0.0
32505,27.435028076171875,0.0,2.82,0.0,0.0,0.0
32510,27.435030221939087,0.0,2.82,0.0,0.0,0.0
32515,27.44532561302185,0.0,2.82,0.0,0.0,0.0
32520,27.44532799720764,0.0,2.82,0.0,0.0,0.0
32525,27.445329904556274,0.0,2.82,0.0,0.0,0.0
32530,27.44533133506775,0.0,2.82,0.0,0.0,0.0
32535,27.45560050010681,0.0,2.82,0.0,0.0,0.0
32540,27.455602884292603,0.0,2.82,0.0,0.0,0.0
32545,27.455604553222656,0.0,2.82,0.0,0.0,0.0
32550,27.465895891189575,0.0,2.82,0.0,0.0,0.0
32555,27.465898513793945,0.0,2.82,0.0,0.0,0.0
32560,27.465900182724,0.0,2.82,0.0,0.0,0.0
32565,27.47603750228882,0.0,2.82,0.0,0.0,0.0
32570,27.47603988647461,0.0,2.82,0.0,0.0,0.0
32575,27.476041555404663,0.0,2.82,0.0,0.0,0.0
32580,27.486218452453613,0.0,2.82,0.0,0.0,0.0
32585,27.486220359802246,0.0,2.82,0.0,0.0,0.0
32590,27.486222505569458,0.0,2.82,0.0,0.0,0.0
32595,27.49651575088501,0.0,2.82,0.0,0.0,0.0
32600,27.49651861190796,0.0,2.82,0.0,0.0,0.0
32605,27.496520280838013,0.0,2.82,0.0,0.0,0.0
32610,27.496522188186646,0.0,2.82,0.0,0.0,0.0
32615,27.50705051422119,0.0,2.82,0.0,0.0,0.0
32620,27.507052659988403,0.0,2.82,0.0,0.0,0.0
32625,27.507054567337036,0.0,2.82,0.0,0.0,0.0
32630,27.51736879348755,0.0,2.82,0.0,0.0,0.0
32635,27.51737117767334,0.0,2.82,0.0,0.0,0.0
32640,27.517372846603394,0.0,2.82,0.0,0.0,0.0
32645,27.52767539024353,0.0,2.82,0.0,0.0,0.0
32650,27.52767777442932,0.0,2.82,0.0,0.0,0.0
32655,27.527679681777954,0.0,2.82,0.0,0.0,0.0
32660,27.53807044029236,0.0,2.82,0.0,0.0,0.0
32665,27.53807282447815,0.0,2.82,0.0,0.0,0.0
32670,27.538074731826782,0.0,2.82,0.0,0.0,0.0
32675,27.54834246635437,0.0,2.82,0.0,0.0,0.0
32680,27.54834532737732,0.0,2.82,0.0,0.0,0.0
32685,27.548346996307373,0.0,2.82,0.0,0.0,0.0
32690,27.548348903656006,0.0,2.82,0.0,0.0,0.0
32695,27.55864667892456,0.0,2.82,0.0,0.0,0.0
32700,27.55864906311035,0.0,2.82,0.0,0.0,0.0
32705,27.558650493621826,0.0,2.82,0.0,0.0,0.0
32710,27.569116592407227,0.0,2.82,0.0,0.0,0.0
32715,27.569118976593018,0.0,2.82,0.0,0.0,0.0
32720,27.56912088394165,0.0,2.82,0.0,0.0,0.0
32725,27.5796160697937,0.0,2.82,0.0,0.0,0.0
32730,27.579618453979492,0.0,2.82,0.0,0.0,0.0
32735,27.579620361328125,0.0,2.82,0.0,0.0,0.0
32740,27.589961290359497,0.0,2.82,0.0,0.0,0.0
32745,27.589963674545288,0.0,2.82,0.0,0.0,0.0
32750,27.58996558189392,0.0,2.82,0.0,0.0,0.0
32755,27.60016417503357,0.0,2.82,0.0,0.0,0.0
32760,27.60016703605652,0.0,2.82,0.0,0.0,0.0
32765,27.60016894340515,0.0,2.82,0.0,0.0,0.0
32770,27.600170612335205,0.0,2.82,0.0,0.0,0.0
32775,27.610333681106567,0.0,2.82,0.0,0.0,0.0
32780,27.61033582687378,0.0,2.82,0.0,0.0,0.0
32785,27.610337734222412,0.0,2.82,0.0,0.0,0.0
32790,27.620556831359863,0.0,2.82,0.0,0.0,0.0
32795,27.620558977127075,0.0,2.82,0.0,0.0,0.0
32800,27.620561122894287,0.0,2.82,0.0,0.0,0.0
32805,27.631375789642334,0.0,2.82,0.0,0.0,0.0
32810,27.631378412246704,0.0,2.82,0.0,0.0,0.0
32815,27.63137984275818,0.0,2.82,0.0,0.0,0.0
32820,27.641648769378662,0.0,2.82,0.0,0.0,0.0
32825,27.641651153564453,0.0,2.82,0.0,0.0,0.0
32830,27.641653060913086,0.0,2.82,0.0,0.0,0.0
32835,27.651933908462524,0.0,2.82,0.0,0.0,0.0
32840,27.651936769485474,0.0,2.82,0.0,0.0,0.0
32845,27.651938438415527,0.0,2.82,0.0,0.0,0.0
32850,27.65194034576416,0.0,2.82,0.0,0.0,0.0
32855,27.66216468811035,0.0,2.82,0.0,0.0,0.0
32860,27.662166595458984,0.0,2.82,0.0,0.0,0.0
32865,27.662168741226196,0.0,2.82,0.0,0.0,0.0
32870,27.6725332736969,0.0,2.82,0.0,0.0,0.0
32875,27.67253565788269,0.0,2.82,0.0,0.0,0.0
32880,27.672537565231323,0.0,2.82,0.0,0.0,0.0
32885,27.682891130447388,0.0,2.82,0.0,0.0,0.0
32890,27.68289351463318,0.0,2.82,0.0,0.0,0.0
32895,27.68289566040039,0.0,2.82,0.0,0.0,0.0
32900,27.693676710128784,0.0,2.82,0.0,0.0,0.0
32905,27.693679332733154,0.0,2.82,0.0,0.0,0.0
32910,27.693681240081787,0.0,2.82,0.0,0.0,0.0
32915,27.703937292099,0.0,2.82,0.0,0.0,0.0
32920,27.70393991470337,0.0,2.82,0.0,0.0,0.0
32925,27.703941822052002,0.0,2.82,0.0,0.0,0.0
32930,27.703943490982056,0.0,2.82,0.0,0.0,0.0
32935,27.71426486968994,0.0,2.82,0.0,0.0,0.0
32940,27.714267015457153,0.0,2.82,0.0,0.0,0.0
32945,27.714268922805786,0.0,2.82,0.0,0.0,0.0
32950,27.724522352218628,0.0,2.82,0.0,0.0,0.0
32955,27.72452473640442,0.0,2.82,0.0,0.0,0.0
32960,27.724526405334473,0.0,2.82,0.0,0.0,0.0
32965,27.734753608703613,0.0,2.82,0.0,0.0,0.0
32970,27.734755992889404,0.0,2.82,0.0,0.0,0.0
32975,27.734757900238037,0.0,2.82,0.0,0.0,0.0
32980,27.745124578475952,0.0,2.82,0.0,0.0,0.0
32985,27.745127201080322,0.0,2.82,0.0,0.0,0.0
32990,27.745128870010376,0.0,2.82,0.0,0.0,0.0
32995,27.755313634872437,0.0,2.82,0.0,0.0,0.0
33000,27.755316257476807,0.0,2.82,0.0,0.0,0.0
33005,27.75531792640686,0.0,2.82,0.0,0.0,0.0
33010,27.755319833755493,0.0,2.82,0.0,0.0,0.0
33015,27.765563488006592,0.0,2.82,0.0,0.0,0.0
33020,27.765565872192383,0.0,2.82,0.0,0.0,0.0
33025,27.765567779541016,0.0,2.82,0.0,0.0,0.0
33030,27.775911808013916,0.0,2.82,0.0,0.0,0.0
33035,27.775914192199707,0.0,2.82,0.0,0.0,0.0
33040,27.77591586112976,0.0,2.82,0.0,0.0,0.0
